Being_born,aFR,,,,,,1,4,,,,,
Being_born,invFREL,,,,,,,,,Precedes,Miršana,,
Being_born,mFE,Core,Child,Person,OntologicalType,EID,,,,,,,
Being_born,mFE,Peripheral,Time,Time,OntologicalType,4y2m2d v EID,,,,,,,
Being_born,mFE,Peripheral,Place,Location,OntologicalType,EID,,,,,,,
Being_born,mFE,Extra-Thematic,Relatives,,,str v EID,,,,,,,Radniecības
Being_born,uLU,V,,,,,,,,,,,Tipiski 'dzimis' vai 'piedzimis'
People_by_age,aFR,,,,,,2,2,,,,,
People_by_age,bFREL,,,,,,,,,,,,reducējas uz dzimšanas laiku
People_by_age,mFE,Core,Person,Person,OntologicalType,EID,,,,,,,
People_by_age,mFE,Core,Age,,,int vai EID,,,,,,,
People_by_age,uLU,N,,,,,,,,,,,
People_by_age,uLU,A,,,,,,,,,,,
Death,aFR,,,,,,1,5,,,,,
Death,invFREL,,,,,,,,,Succeeds,Dzimšana,,
Death,mFE,Core,Protagonist,Person,OntologicalType,EID,,,,,,,
Death,mFE,Peripheral,Time,Time,OntologicalType,4y2m2d v EID,,,,,,,
Death,mFE,Peripheral,Place,Location,OntologicalType,EID,,,,,,,
Death,mFE,Peripheral,Manner,,,str v EID,,,,,,,
Death,mFE,Extra-Thematic,Cause,,,str v EID,,,,,,,Nozieguma freims?
Death,uLU,V,,,,,,,,,,,
Death,uLU,V,,,,,,,,,,,
Death,uLU,V,,,,,,,,,,,
Personal_relationship,aFR,,,,,,4,5,,,,,arī Kinship FrameNet freims reizēm
Personal_relationship,mFE,Core,Partner_1,,,EID,,,,,,Partneri,“Jāņa māte Liene” šis ir māte
Personal_relationship,mFE,Core,Partner_2,,,EID,,,,,,Partneri,“Jāņa māte Liene” šis ir dēls
Personal_relationship,mFE,Core,Partners,,,EID,,,,,,,Jānis un Pēteris ir brāļi
Personal_relationship,mFE,Core,Relationship,Attiecību veids,OntologicalType,EID,,,,,,,
Personal_relationship,mFE,Peripheral,Time,Time,OntologicalType,4y2m2d v EID,,,,,,,
Personal_relationship,uLU,N,,,,,,,,,,,
Personal_relationship,uLU,N,,,,,,,,,,,
Personal_relationship,uLU,N,,,,,,,,,,,
Personal_relationship,uLU,N,,,,,,,,,,,
Personal_relationship,uLU,N,,,,,,,,,,,
Personal_relationship,uLU,N,,,,,,,,,,,
Personal_relationship,uLU,N,,,,,,,,,,,
Personal_relationship,uLU,N,,,,,,,,,,,
Personal_relationship,uLU,N,,,,,,,,,,,
Personal_relationship,uLU,N,,,,,,,,,,,
Personal_relationship,uLU,N,,,,,,,,,,,
Personal_relationship,uLU,N,,,,,,,,,,,
Personal_relationship,uLU,N,,,,,,,,,,,
Personal_relationship,uLU,N,,,,,,,,,,,
Personal_relationship,uLU,N,,,,,,,,,,,
Personal_relationship,uLU,N,,,,,,,,,,,
Personal_relationship,uLU,N,,,,,,,,,,,
Personal_relationship,uLU,N,,,,,,,,,,,
Personal_relationship,uLU,N,,,,,,,,,,,
Personal_relationship,uLU,N,,,,,,,,,,,
Personal_relationship,uLU,N,,,,,,,,,,,
Personal_relationship,uLU,N,,,,,,,,,,,
Personal_relationship,uLU,N,,,,,,,,,,,
Personal_relationship,uLU,N,,,,,,,,,,,
Personal_relationship,uLU,N,,,,,,,,,,,
Personal_relationship,uLU,N,,,,,,,,,,,
Personal_relationship,uLU,N,,,,,,,,,,,
Personal_relationship,uLU,N,,,,,,,,,,,
Personal_relationship,uLU,N,,,,,,,,,,,
Personal_relationship,uLU,N,,,,,,,,,,,
Personal_relationship,uLU,N,,,,,,,,,,,
Personal_relationship,uLU,N,,,,,,,,,,,
Personal_relationship,uLU,N,,,,,,,,,,,
Personal_relationship,uLU,V,,,,,,,,,,,
Personal_relationship,uLU,V,,,,,,,,,,,
Being_named,aFR,,,,,,2,3,,,,,
Being_named,mFE,Core,Name,,,str v EID,,,,,,,
Being_named,mFE,Core,Entity,PersonOrOrganization,OntologicalType,EID,,,,,,,
Being_named,mFE,Peripheral,Type,,,str v EID,,,,,,,"raksturojums, kas tas ir par vārdu – pirmslaulību, skatuves vārds utml"
Being_named,uLU,N,,,,,,,,,,,
Being_named,uLU,N,,,,,,,,,,,
Being_named,uLU,V,,,,,,,,,,,
Residence,aFR,,,,,,2,4,,,,,
Residence,mFE,Core,Resident,PersonOrOrganization,OntologicalType,EID,,,,,,,
Residence,mFE,Core,Location,Location,OntologicalType,str v EID,,,,,,,
Residence,mFE,Extra-Thematic,Frequency,,,str v EID,,,,,,,
Residence,mFE,Peripheral,Time,,,str v EID,,,,,,,
Residence,uLU,V,,,,,,,,,,,
Residence,uLU,V,,,,,,,,,,,
Residence,uLU,N,,,,,,,,,,,
Residence,uLU,N,,,,,,,,,,,
Education_teaching,aFR,,,,,,3,6,,,,,
Education_teaching,mFE,Core,Student,Person,OntologicalType,EID,,,,,,,
Education_teaching,mFE,Core,Institution,Organization,OntologicalType,EID,,,,,,,
Education_teaching,mFE,Core,Subject,,,str v EID,,,,,,,
Education_teaching,mFE,Extra-Thematic,Qualification,,,str v EID,,,,,,,
Education_teaching,mFE,Peripheral,Time,Time,OntologicalType,yyyymmdd-yyyymmdd v EID,,,,,,,
Education_teaching,mFE,Peripheral,Place,Location,OntologicalType,str v EID,,,,,,,"piemēram, “studēja Anglijā”"
Education_teaching,uLU,N,,,,,,,,,,,
Education_teaching,uLU,N,,,,,,,,,,,
Education_teaching,uLU,V,,,,,,,,,,,
Education_teaching,uLU,V,,,,,,,,,,,
Education_teaching,uLU,V,,,,,,,,,,,
People_by_vocation,aFR,,,,,,2,4,,,,,
People_by_vocation,bFREL,,,,,,,,,ReFraming_Mapping,Amats,,
People_by_vocation,mFE,Core,Person,Person,OntologicalType,EID,,,,,,,
People_by_vocation,mFE,Core,Vocation,Vocation,OntologicalType,str v EID,,,,,,,uzņēmuma nozare; Framenet šī loma nav izdalīta - tas ir Vocation atslēgvārds
People_by_vocation,mFE,Peripheral,Time,Time,OntologicalType,4y2m2d v EID,,,,,,,
People_by_vocation,mFE,Peripheral,Descriptor,,,str v EID,,,,,,,"Labs, izbijis?"
People_by_vocation,uLU,N,,,,,,,,,,,
People_by_vocation,uLU,N,,,,,,,,,,,
People_by_vocation,uLU,N,,,,,,,,,,,
People_by_vocation,uLU,N,,,,,,,,,,,
People_by_vocation,uLU,N,,,,,,,,,,,
People_by_vocation,uLU,N,,,,,,,,,,,
People_by_vocation,uLU,N,,,,,,,,,,,
People_by_vocation,uLU,N,,,,,,,,,,,
People_by_origin,aFR,,,,,,2,3,,,,,
People_by_origin,mFE,Core,Origin,,,str v EID,,,,,,,
People_by_origin,mFE,Core,Person,Person,OntologicalType,EID,,,,,,,
